"season","week","contestant","artist","result","song","timesOnBillboard","isOnBillboard"
"Season_11","20120307_top_13_perform","Colton Dixon","Synar0","Safe","Broken Heart",6,TRUE
"Season_11","20120307_top_13_perform","Erika Van Pelt","Kane Brown","Bottom three","Heaven",201,TRUE
"Season_11","20120307_top_13_perform","Skylar Laine","Bonnie Raitt","Safe","Love Sneakin' Up On You",20,TRUE
"Season_11","20120307_top_13_perform","Joshua Ledet","Percy Sledge","Safe","When a Man Loves a Woman",0,FALSE
"Season_11","20120307_top_13_perform","Hollie Cavanagh","Jennifer Rush","Safe","The Power of Love",0,FALSE
"Season_11","20120314_top_11_perform","DeAndre Brackensick","Billy Joel","Bottom three","Only the Good Die Young",0,FALSE
"Season_11","20120314_top_11_perform","Erika Van Pelt","Billy Joel","Eliminated","New York State of Mind",0,FALSE
"Season_11","20120314_top_11_perform","Joshua Ledet","Billy Joel","Safe","She's Got a Way",0,FALSE
"Season_11","20120314_top_11_perform","Skylar Laine","Camila Cabello","Safe","Shameless",5,TRUE
"Season_11","20120314_top_11_perform","Elise Testone","Billy Joel","Safe","Vienna",0,FALSE
"Season_11","20120314_top_11_perform","Phillip Phillips","Anthony's Song","Safe","Movin' Out",0,FALSE
"Season_11","20120314_top_11_perform","Hollie Cavanagh","Pink Sweat$","Safe","Honesty",11,TRUE
"Season_11","20120314_top_11_perform","Heejun Han","Billy Joel","Bottom three","My Life",47,TRUE
"Season_11","20120314_top_11_perform","Jessica Sanchez","Billy Joel","Safe","Everybody Has a Dream",0,FALSE
"Season_11","20120314_top_11_perform","Colton Dixon","Billy Joel","Safe","Piano Man",14,TRUE
"Season_11","20120321_top_10_perform","Colton Dixon","Austin Brown","Safe","Everything",73,TRUE
"Season_11","20120321_top_10_perform","Skylar Laine","Miranda Lambert","Bottom three","Gunpowder & Lead",0,FALSE
"Season_11","20120321_top_10_perform","Colton Dixon","Stevie Nicks","Safe","Landslide / Edge of Seventeen / Don't Stop",0,FALSE
"Season_11","20120321_top_10_perform","Phillip Phillips","Stevie Nicks","Safe","Landslide / Edge of Seventeen / Don't Stop",0,FALSE
"Season_11","20120321_top_10_perform","Elise Testone","Stevie Nicks","Safe","Landslide / Edge of Seventeen / Don't Stop",0,FALSE
"Season_11","20120321_top_10_perform","Heejun Han","Leon Russell","Eliminated","A Song for You",0,FALSE
"Season_11","20120321_top_10_perform","Hollie Cavanagh","Carrie Underwood","Bottom three","Jesus, Take the Wheel",0,FALSE
"Season_11","20120321_top_10_perform","DeAndre Brackensick","Jason Crabb","Safe","Sometimes I Cry",0,FALSE
"Season_11","20120321_top_10_perform","Jessica Sanchez","Eurythmics,Annie Lennox,Dave Stewart","Safe","Sweet Dreams",96,TRUE
"Season_11","20120321_top_10_perform","Heejun Han","Pretty Young Thing","Eliminated","The Lady in My Life /Rock with You / P.Y.T.",0,FALSE
"Season_11","20120321_top_10_perform","DeAndre Brackensick","Pretty Young Thing","Safe","The Lady in My Life /Rock with You / P.Y.T.",0,FALSE
"Season_11","20120321_top_10_perform","Joshua Ledet","Pretty Young Thing","Safe","The Lady in My Life /Rock with You / P.Y.T.",0,FALSE
"Season_11","20120321_top_10_perform","Phillip Phillips","Billy Joel","Safe","Still Rainin'",0,FALSE
"Season_11","20120321_top_10_perform","Joshua Ledet","Lana Del Rey","Safe","Without You",174,TRUE
"Season_11","20120321_top_10_perform","Skylar Laine","Mosaic Whispers","Bottom three","Like a Prayer / Borderline / Express Yourself",0,FALSE
"Season_11","20120321_top_10_perform","Hollie Cavanagh","Mosaic Whispers","Bottom three","Like a Prayer / Borderline / Express Yourself",0,FALSE
"Season_11","20120321_top_10_perform","Jessica Sanchez","Mosaic Whispers","Safe","Like a Prayer / Borderline / Express Yourself",0,FALSE
"Season_11","20120321_top_10_perform","Elise Testone","Led Zeppelin","Safe","Whole Lotta Love",27,TRUE
"Season_11","20120328_top_9_perform","DeAndre Brackensick","Tim McGraw","Eliminated","I Like It",188,TRUE
"Season_11","20120328_top_9_perform","Elise Testone","Foreigner","Bottom three","I Want to Know What Love Is",0,FALSE
"Season_11","20120328_top_9_perform","Colton Dixon","Dolly Parton,Kenny Rogers","Safe","Islands in the Stream",0,FALSE
"Season_11","20120328_top_9_perform","Skylar Laine","Dolly Parton,Kenny Rogers","Safe","Islands in the Stream",0,FALSE
"Season_11","20120328_top_9_perform","Phillip Phillips","Elvis Presley","Safe","That's All",26,TRUE
"Season_11","20120328_top_9_perform","DeAndre Brackensick","The Pointer Sisters","Eliminated","I'm So Excited",40,TRUE
"Season_11","20120328_top_9_perform","Hollie Cavanagh","The Pointer Sisters","Bottom three","I'm So Excited",40,TRUE
"Season_11","20120328_top_9_perform","Joshua Ledet","Harold Melvin & The Blue Notes,Teddy Pendergrass","Safe","If You Don't Know Me by Now",0,FALSE
"Season_11","20120328_top_9_perform","Jessica Sanchez","Whitney Houston","Safe","How Will I Know",25,TRUE
"Season_11","20120328_top_9_perform","Elise Testone","Stevie Nicks,Tom Petty and the Heartbreakers","Bottom three","Stop Draggin' My Heart Around",21,TRUE
"Season_11","20120328_top_9_perform","Phillip Phillips","Stevie Nicks,Tom Petty and the Heartbreakers","Safe","Stop Draggin' My Heart Around",21,TRUE
"Season_11","20120328_top_9_perform","Hollie Cavanagh","Irene Cara","Bottom three","Flashdance... What a Feeling",0,FALSE
"Season_11","20120328_top_9_perform","Joshua Ledet","For Me","Safe","I Knew You Were Waiting",0,FALSE
"Season_11","20120328_top_9_perform","Jessica Sanchez","For Me","Safe","I Knew You Were Waiting",0,FALSE
"Season_11","20120328_top_9_perform","Colton Dixon","Cyndi Lauper","Safe","Time After Time",68,TRUE
"Season_11","20120328_top_9_perform","Skylar Laine","Bette Midler","Safe","Wind Beneath My Wings",6,TRUE
"Season_11","20120404_top_8_perform","Skylar Laine","Kellie Pickler","Safe","Didn't You Know How Much I Loved You",2,TRUE
"Season_11","20120404_top_8_perform","Colton Dixon","Eminem,Rihanna","Safe","Love the Way You Lie",0,FALSE
"Season_11","20120404_top_8_perform","Phillip Phillips","Gotye,Kimbra","Safe","Somebody That I Used to Know",0,FALSE
"Season_11","20120404_top_8_perform","Elise Testone","Gotye,Kimbra","Bottom three","Somebody That I Used to Know",0,FALSE
"Season_11","20120404_top_8_perform","Jessica Sanchez","Fefe Dobson","Judge's Save","Stuttering",0,FALSE
"Season_11","20120404_top_8_perform","Joshua Ledet","Bruno Mars","Bottom three","Runaway Baby",1,TRUE
"Season_11","20120404_top_8_perform","Skylar Laine","Jason Aldean,Kelly Clarkson","Safe","Don't You Wanna Stay",31,TRUE
"Season_11","20120404_top_8_perform","Colton Dixon","Jason Aldean,Kelly Clarkson","Safe","Don't You Wanna Stay",31,TRUE
"Season_11","20120404_top_8_perform","Hollie Cavanagh","P!nk","Safe","Fuckin' Perfect",0,FALSE
"Season_11","20120404_top_8_perform","Phillip Phillips","Supertramp","Safe","Give a Little More",0,FALSE
"Season_11","20120404_top_8_perform","Jessica Sanchez","What Doesn't Kill You","Judge's Save","Stronger",43,TRUE
"Season_11","20120404_top_8_perform","Joshua Ledet","What Doesn't Kill You","Bottom three","Stronger",43,TRUE
"Season_11","20120404_top_8_perform","Hollie Cavanagh","What Doesn't Kill You","Safe","Stronger",43,TRUE
"Season_11","20120404_top_8_perform","Elise Testone","Lady Gaga","Bottom three","You and I",0,FALSE
"Season_11","20120411_top_7_perform","Hollie Cavanagh","Adele","Bottom three","Rolling in the Deep",0,FALSE
"Season_11","20120411_top_7_perform","Colton Dixon","Lady Gaga","Eliminated","Bad Romance",37,TRUE
"Season_11","20120411_top_7_perform","Elise Testone","Queens of the Stone Age","Bottom three","No One",56,TRUE
"Season_11","20120411_top_7_perform","Phillip Phillips","USHER","Safe","U Got It Bad",32,TRUE
"Season_11","20120411_top_7_perform","Jessica Sanchez","Alicia Keys","Safe","Fallin'",45,TRUE
"Season_11","20120411_top_7_perform","Skylar Laine","Lady Gaga","Safe","Born This Way",21,TRUE
"Season_11","20120411_top_7_perform","Joshua Ledet","The Darkness","Safe","I Believe",83,TRUE
"Season_11","20120411_top_7_perform","Hollie Cavanagh","Dusty Springfield","Bottom three","Son of a Preacher Man",0,FALSE
"Season_11","20120411_top_7_perform","Colton Dixon","Earth, Wind & Fire","Eliminated","September",37,TRUE
"Season_11","20120411_top_7_perform","Elise Testone","Marvin Gaye","Bottom three","Let's Get It On",28,TRUE
"Season_11","20120411_top_7_perform","Phillip Phillips","Wilson Pickett","Safe","In the Midnight Hour",0,FALSE
"Season_11","20120411_top_7_perform","Jessica Sanchez","Otis Redding","Safe","Try a Little Tenderness",0,FALSE
"Season_11","20120411_top_7_perform","Skylar Laine","Marvin Gaye","Safe","I Heard It Through the Grapevine",0,FALSE
"Season_11","20120411_top_7_perform","Joshua Ledet","Sam Cooke","Safe","A Change Is Gonna Come",8,TRUE
"Season_11","20120418_top_7_redux_perform","Jessica Sanchez","Queen","Safe","Bohemian Rhapsody",46,TRUE
"Season_11","20120418_top_7_redux_perform","Skylar Laine","Queen","Bottom three","The Show Must Go On",19,TRUE
"Season_11","20120418_top_7_redux_perform","Joshua Ledet","Queen","Safe","Crazy Little Thing Called Love",32,TRUE
"Season_11","20120418_top_7_redux_perform","Elise Testone","Queen","Eliminated","I Want It All",25,TRUE
"Season_11","20120418_top_7_redux_perform","Phillip Phillips","Queen","Safe","Fat Bottomed Girls",1,TRUE
"Season_11","20120418_top_7_redux_perform","Hollie Cavanagh","BTS","Bottom two","Save Me",44,TRUE
"Season_11","20120418_top_7_redux_perform","Jessica Sanchez","Orleans","Safe","Dance with My Father",0,FALSE
"Season_11","20120418_top_7_redux_perform","Skylar Laine","Jason Aldean","Bottom three","Tattoos on This Town",0,FALSE
"Season_11","20120418_top_7_redux_perform","Joshua Ledet","BLACKPINK","Safe","Ready for Love",0,FALSE
"Season_11","20120418_top_7_redux_perform","Elise Testone","Jimi Hendrix","Eliminated","Bold as Love",0,FALSE
"Season_11","20120418_top_7_redux_perform","Phillip Phillips","Dave Matthews Band","Safe","The Stone",0,FALSE
"Season_11","20120418_top_7_redux_perform","Hollie Cavanagh","Miley Cyrus","Bottom two","The Climb",34,TRUE
"Season_11","20120425_top_6_perform","Hollie Cavanagh","Ike & Tina Turner","Bottom two","River Deep – Mountain High",0,FALSE
"Season_11","20120425_top_6_perform","Phillip Phillips","The Box Tops","Safe","The Letter",43,TRUE
"Season_11","20120425_top_6_perform","Skylar Laine","Creedence Clearwater Revival","Eliminated","Fortunate Son",4,TRUE
"Season_11","20120425_top_6_perform","Phillip Phillips","Terrell Grice,Jaden Gray,Sheléa,Joshua Ledet","Safe","Joshua Ledet",0,FALSE
"Season_11","20120425_top_6_perform","Joshua Ledet","Phillip Phillips","Safe","Phillip Phillips",0,FALSE
"Season_11","20120425_top_6_perform","Jessica Sanchez","Creedence Clearwater Revival","Safe","Proud Mary",38,TRUE
"Season_11","20120425_top_6_perform","Joshua Ledet","The Temptations","Safe","Ain't Too Proud to Beg",0,FALSE
"Season_11","20120425_top_6_perform","Hollie Cavanagh","Leona Lewis","Bottom two","Bleeding Love",39,TRUE
"Season_11","20120425_top_6_perform","Phillip Phillips","The Zombies","Safe","Time of the Season",0,FALSE
"Season_11","20120425_top_6_perform","Hollie Cavanagh","Jessica Simpson","Bottom two","Skylar Laine and Jessica Sanchez",0,FALSE
"Season_11","20120425_top_6_perform","Skylar Laine","Jessica Simpson","Eliminated","Hollie Cavanagh and Jessica Sanchez",0,FALSE
"Season_11","20120425_top_6_perform","Jessica Sanchez","Horace Andy","Safe","Hollie Cavanagh and Skylar Laine",0,FALSE
"Season_11","20120425_top_6_perform","Skylar Laine","Dusty Springfield","Eliminated","You Don't Have to Say You Love Me",0,FALSE
"Season_11","20120425_top_6_perform","Jessica Sanchez","Joe Cocker","Safe","You Are So Beautiful",0,FALSE
"Season_11","20120425_top_6_perform","Joshua Ledet","Bee Gees","Safe","To Love Somebody",33,TRUE
"Season_11","20120502_top_5_perform","Phillip Phillips","Creedence Clearwater Revival","Safe","Have You Ever Seen the Rain?",0,FALSE
"Season_11","20120502_top_5_perform","Hollie Cavanagh","Journey","Eliminated","Faithfully",17,TRUE
"Season_11","20120502_top_5_perform","Joshua Ledet","Josh Groban","Safe","You Raise Me Up",19,TRUE
"Season_11","20120502_top_5_perform","Jessica Sanchez","Etta James","Safe","Steal Away",45,TRUE
"Season_11","20120502_top_5_perform","Phillip Phillips","Terrell Grice,Jaden Gray,Sheléa,Joshua Ledet","Safe","Joshua Ledet",0,FALSE
"Season_11","20120502_top_5_perform","Joshua Ledet","Phillip Phillips","Safe","Phillip Phillips",0,FALSE
"Season_11","20120502_top_5_perform","Hollie Cavanagh","Jessica Sanchez,Ne-Yo","Eliminated","Jessica Sanchez",0,FALSE
"Season_11","20120502_top_5_perform","Jessica Sanchez","Hollie Cook","Safe","Hollie Cavanagh",0,FALSE
"Season_11","20120502_top_5_perform","Phillip Phillips","Jimmy Buffett","Safe","Volcano",7,TRUE
"Season_11","20120502_top_5_perform","Hollie Cavanagh","Bonnie Raitt","Eliminated","I Can't Make You Love Me",21,TRUE
"Season_11","20120502_top_5_perform","Joshua Ledet","James Brown & The Famous Flames","Safe","It's a Man's Man's Man's World",0,FALSE
"Season_11","20120502_top_5_perform","Jessica Sanchez","Jennifer Holliday","Safe","And I Am Telling You I'm Not Going",28,TRUE
"Season_11","20120509_top_4_perform","Joshua Ledet","Etta James","Third place","I'd Rather Go Blind",11,TRUE
"Season_11","20120509_top_4_perform","Jessica Sanchez","Mariah Carey","Safe","My All",20,TRUE
"Season_11","20120509_top_4_perform","Phillip Phillips","Måneskin","Safe","Beggin'",44,TRUE
"Season_11","20120509_top_4_perform","Joshua Ledet","John Lennon","Third place","Imagine",26,TRUE
"Season_11","20120509_top_4_perform","Jessica Sanchez","Aerosmith","Safe","I Don't Want to Miss a Thing",0,FALSE
"Season_11","20120509_top_4_perform","Phillip Phillips","Beartooth","Safe","Disease",20,TRUE
"Season_11","20120509_top_4_perform","Joshua Ledet","Mary J. Blige","Third place","No More Drama",20,TRUE
"Season_11","20120509_top_4_perform","Jessica Sanchez","The Rembrandts","Safe","I'll Be There",91,TRUE
"Season_11","20120509_top_4_perform","Phillip Phillips","Bob Seger","Safe","We've Got Tonight",36,TRUE
"Season_11","20120516_top_3_perform","Jessica Sanchez","Whitney Houston","Runner-up","I Have Nothing",21,TRUE
"Season_11","20120516_top_3_perform","Phillip Phillips","Ben E. King","Winner","Stand by Me",0,FALSE
"Season_11","20120516_top_3_perform","Jessica Sanchez","Céline Dion,Andrea Bocelli","Runner-up","The Prayer",1,TRUE
"Season_11","20120516_top_3_perform","Phillip Phillips","Anthony's Song","Winner","Movin' Out",0,FALSE
"Season_11","20120516_top_3_perform","Jessica Sanchez","Nipsey Hussle","Runner-up","Change Nothing",0,FALSE
"Season_11","20120516_top_3_perform","Phillip Phillips","Edward Sharpe & The Magnetic Zeros","Winner","Home",152,TRUE
"Season_12","20130220_las_vegas_girls_perform","Jenny Beth Willis","Trisha Yearwood","Eliminated","Heaven, Heartache and the Power of Love",0,FALSE
"Season_12","20130220_las_vegas_girls_perform","Tenna Torres","Mac Miller","Advanced","Soulmate",2,TRUE
"Season_12","20130220_las_vegas_girls_perform","Adriana Latonio","DJ Drama,Big Boi,Jeezy,Future","Advanced","Ain't No Way",8,TRUE
"Season_12","20130220_las_vegas_girls_perform","Brandy Hotard","Travis Tritt","Eliminated","Anymore",16,TRUE
"Season_12","20130220_las_vegas_girls_perform","Shubha Vedula","Lady Gaga","Eliminated","Born This Way",21,TRUE
"Season_12","20130220_las_vegas_girls_perform","Kamaria Ousley","Kelly Clarkson","Eliminated","Mr. Know It All",23,TRUE
"Season_12","20130220_las_vegas_girls_perform","Kree Harrison","MLK Song","Advanced","Up to the Mountain",0,FALSE
"Season_12","20130220_las_vegas_girls_perform","Angie Miller","Hannah Montana","Advanced","Nobody's Perfect",37,TRUE
"Season_12","20130220_las_vegas_girls_perform","Isabelle Pasqualone","Billie Holiday","Eliminated","God Bless the Child",0,FALSE
"Season_12","20130220_las_vegas_girls_perform","Amber Holcomb","Frank Sinatra","Advanced","My Funny Valentine",0,FALSE
"Season_12","20130221_las_vegas_guys_perform","Paul Jolley","Keith Urban","Advanced","Tonight I Wanna Cry",20,TRUE
"Season_12","20130221_las_vegas_guys_perform","Johnny Keyser","Jason Mraz","Eliminated","I Won't Give Up",45,TRUE
"Season_12","20130221_las_vegas_guys_perform","JDA","Adele","Eliminated","Rumour Has It",36,TRUE
"Season_12","20130221_las_vegas_guys_perform","Kevin Harris","Bryan Adams","Eliminated","(Everything I Do) I Do It for You",0,FALSE
"Season_12","20130221_las_vegas_guys_perform","Chris Watson","Otis Redding","Eliminated","(Sittin' On) The Dock of the Bay",0,FALSE
"Season_12","20130221_las_vegas_guys_perform","Devin Velez","Marvin Sapp","Advanced","Listen",24,TRUE
"Season_12","20130221_las_vegas_guys_perform","Elijah Liu","Bruno Mars","Advanced","Talking to the Moon",0,FALSE
"Season_12","20130221_las_vegas_guys_perform","Charlie Askew","Elton John","Advanced","Rocket Man",15,TRUE
"Season_12","20130221_las_vegas_guys_perform","Jimmy Smith","Keith Urban","Eliminated","Raining on Sunday",0,FALSE
"Season_12","20130221_las_vegas_guys_perform","Curtis Finch, Jr.","USHER","Advanced","Superstar",65,TRUE
"Season_12","20130227_las_vegas_girls_perform_2","Melinda Ademi","Hannah Montana","Eliminated","Nobody's Perfect",37,TRUE
"Season_12","20130227_las_vegas_girls_perform_2","Candice Glover","Aretha Franklin","Advanced","(You Make Me Feel Like) A Natural Woman",0,FALSE
"Season_12","20130227_las_vegas_girls_perform_2","Juliana Chahayed","Demi Lovato","Eliminated","Skyscraper",15,TRUE
"Season_12","20130227_las_vegas_girls_perform_2","Jett Hermano","in the World","Eliminated","Only Girl",0,FALSE
"Season_12","20130227_las_vegas_girls_perform_2","Cristabel Clack","Queens of the Stone Age","Eliminated","No One",56,TRUE
"Season_12","20130227_las_vegas_girls_perform_2","Aubrey Cleland","Eurythmics,Annie Lennox,Dave Stewart","Advanced","Sweet Dreams",96,TRUE
