"season","week","contestant","artist","result","song","timesOnBillboard","isOnBillboard"
"Season_14","songs_02","Shannon Berthiaume","Eminem","Eliminated","Who Knew",36,TRUE
"Season_14","songs_02","Loren Lott","Charice","Advanced","Note to God",0,FALSE
"Season_14","songs_02","Shi Scott","Rihanna,JAY-Z","Eliminated","Umbrella",36,TRUE
"Season_14","songs_02","Maddie Walker","Shania Twain","Advanced","Love Gets Me Everytime",0,FALSE
"Season_14","songs_02","Sarina-Joi Crowe","Donna Murphy","Advanced","Mamma Knows Best",0,FALSE
"Season_14","songs_02","Jax","FLAG","Advanced","Bang Bang (My Baby Shot Me Down)",11,TRUE
"Season_14","songs_02","Tyanna Jones","Meghan Trainor","Advanced","Lips Are Movin",29,TRUE
"Season_14","songs_03","Daniel Seavey","FLAG","Advanced","How Sweet It Is (To Be Loved By You)",26,TRUE
"Season_14","songs_03","Mark Andrew","The Temptations","Eliminated","Papa Was a Rollin' Stone",0,FALSE
"Season_14","songs_03","Rayvon Owen","The Temptations","Advanced","My Girl",62,TRUE
"Season_14","songs_03","Adam Ezegelian","The Jackson 5","Eliminated","I Want You Back",43,TRUE
"Season_14","songs_03","Clark Beckham","Smokey Robinson & The Miracles","Advanced","The Tracks of My Tears",0,FALSE
"Season_14","songs_03","Nick Fradiani","Stevie Wonder","Advanced","Signed, Sealed, Delivered I'm Yours",14,TRUE
"Season_14","songs_03","Qaasim Middleton","Skee-Lo","Advanced","I Wish",115,TRUE
"Season_14","songs_03","Quentin Alexander","Jammin'","Wild Card","Master Blaster",0,FALSE
"Season_14","songs_04","Tyanna Jones","Bobby Day","Advanced","Rockin' Robin",16,TRUE
"Season_14","songs_04","Loren Lott","Michael Jackson","Eliminated","I Wanna Be Where You Are",11,TRUE
"Season_14","songs_04","Maddie Walker","The Rembrandts","Advanced","I'll Be There",91,TRUE
"Season_14","songs_04","Joey Cook","The Miracles","Advanced","Shop Around",32,TRUE
"Season_14","songs_04","Sarina-Joi Crowe","The Miracles","Advanced","You've Really Got a Hold on Me",0,FALSE
"Season_14","songs_04","Adanna Duru","Adele","Wild Card","Hello",91,TRUE
"Season_14","songs_04","Jax","Marvin Gaye,Tammi Terrell","Advanced","Ain't No Mountain High Enough",26,TRUE
"Season_14","songs_04","Alexis Gomez","Sugar Pie Honey Bunch","Eliminated","I Can't Help Myself",9,TRUE
"Season_14","songs_06","Sarina-Joi Crowe","OneRepublic","Eliminated","Love Runs Out",20,TRUE
"Season_14","songs_06","Rayvon Owen","Katy Perry","Safe","Wide Awake",26,TRUE
"Season_14","songs_06","Daniel Seavey","Paula Abdul","Safe","Straight Up",34,TRUE
"Season_14","songs_06","Maddie Walker","Matthew Koma","Safe","Suitcase",0,FALSE
"Season_14","songs_06","Tyanna Jones","Jonas Brothers","Safe","Wings",9,TRUE
"Season_14","songs_06","Nick Fradiani","Tribal Seeds","Safe","In Your Eyes",15,TRUE
"Season_14","songs_06","Jax","The Beatles","Safe","I Want to Hold Your Hand",0,FALSE
"Season_14","songs_06","Qaasim Middleton","Stevie Wonder","Safe","Sir Duke",17,TRUE
"Season_14","songs_06","Clark Beckham","James Brown & The Famous Flames","Safe","It's a Man's Man's Man's World",0,FALSE
"Season_14","songs_06","Joey Cook","Moxy Früvous","Safe","King of Spain",0,FALSE
"Season_14","songs_06","Quentin Alexander","Lorde","Safe","Royals",45,TRUE
"Season_14","songs_06","Adanna Duru","Lady Gaga","Safe","You and I",0,FALSE
"Season_14","songs_07","Rayvon Owen","Phillipa Soo","Safe","Burn",112,TRUE
"Season_14","songs_07","Maddie Walker","Jason Aldean","Safe","She's Country",20,TRUE
"Season_14","songs_07","Joey Cook","Drake,T.I.,Swizz Beatz","Safe","Fancy",73,TRUE
"Season_14","songs_07","Clark Beckham","The Doobie Brothers,James Taylor","Safe","Takin' It to the Streets",0,FALSE
"Season_14","songs_07","Jax","Taylor Swift","Safe","Blank Space",37,TRUE
"Season_14","songs_07","Qaasim Middleton","Paul McCartney and Wings","Judges' save","Jet",14,TRUE
"Season_14","songs_07","Adanna Duru","Bruno Mars","Safe","Runaway Baby",1,TRUE
"Season_14","songs_07","Tyanna Jones","Michelle Williams","Safe","Tightrope",0,FALSE
"Season_14","songs_07","Daniel Seavey","Ashanti","Safe","Happy",163,TRUE
"Season_14","songs_07","Quentin Alexander","Adele","Safe","Rolling in the Deep",0,FALSE
"Season_14","songs_07","Nick Fradiani","Green Day","Safe","Wake Me Up",0,FALSE
"Season_14","songs_08","Adanna Duru","Jennifer Hudson","Eliminated","Love You I Do",0,FALSE
"Season_14","songs_08","Daniel Seavey","Adam Levine","Safe","Lost Stars",1,TRUE
"Season_14","songs_08","Rayvon Owen","Bee Gees","Bottom three","Stayin' Alive",44,TRUE
"Season_14","songs_08","Nick Fradiani","Kenny Loggins","Safe","Danger Zone",21,TRUE
"Season_14","songs_08","Joey Cook","Tears For Fears","Safe","Mad World",3,TRUE
"Season_14","songs_08","Tyanna Jones","Carmen Twillie,Lebo M.","Safe","Circle of Life",0,FALSE
"Season_14","songs_08","Quentin Alexander","John Travolta,Olivia Newton-John","Safe","You're the One That I Want",0,FALSE
"Season_14","songs_08","Maddie Walker","Deniece Williams","Eliminated","Let's Hear It for the Boy",0,FALSE
"Season_14","songs_08","Clark Beckham","Maroon 5","Safe","Sunday Morning",30,TRUE
"Season_14","songs_08","Jax","Adam Sandler","Safe","Grow Old with You",0,FALSE
"Season_14","songs_08","Qaasim Middleton","The Beatles","Safe","Come Together",20,TRUE
"Season_14","songs_09","Daniel Seavey","Daryl Hall & John Oates","Eliminated","You Make My Dreams",21,TRUE
"Season_14","songs_09","Quentin Alexander","Phil Collins","Safe","In the Air Tonight",0,FALSE
"Season_14","songs_09","Joey Cook","Cyndi Lauper","Safe","Girls Just Want to Have Fun",0,FALSE
"Season_14","songs_09","Tyanna Jones","Who Loves Me","Safe","I Wanna Dance with Somebody",0,FALSE
"Season_14","songs_09","Jax","Bon Jovi","Safe","You Give Love a Bad Name",0,FALSE
"Season_14","songs_09","Nick Fradiani","Michael Jackson","Safe","Man in the Mirror",0,FALSE
"Season_14","songs_09","Clark Beckham","The Police","Safe","Every Breath You Take",23,TRUE
"Season_14","songs_09","Qaasim Middleton","Robert Palmer","Safe","Addicted to Love",0,FALSE
"Season_14","songs_09","Rayvon Owen","Tears For Fears","Fan Save","Everybody Wants to Rule the World",0,FALSE
"Season_14","songs_10","Nick Fradiani","Kelly Clarkson","Safe","Catch My Breath",24,TRUE
"Season_14","songs_10","Jax","311","Safe","Beautiful Disaster",0,FALSE
"Season_14","songs_10","Tyanna Jones","Kelly Clarkson","Safe","Mr. Know It All",23,TRUE
"Season_14","songs_10","Joey Cook","Kelly Clarkson","Safe","Miss Independent",48,TRUE
"Season_14","songs_10","Quentin Alexander","Kelly Clarkson","Safe","Dark Side",15,TRUE
"Season_14","songs_10","Qaasim Middleton","What Doesn't Kill You","Eliminated","Stronger",43,TRUE
"Season_14","songs_10","Clark Beckham","Kelly Clarkson","Safe","The Trouble with Love Is",0,FALSE
"Season_14","songs_10","Rayvon Owen","Kelly Clarkson","Fan Save","Since U Been Gone",46,TRUE
"Season_14","songs_11","Jax","Lady Gaga","Safe","Poker Face",44,TRUE
"Season_14","songs_11","Nick Fradiani","Katy Perry","Safe","Teenage Dream",36,TRUE
"Season_14","songs_11","Quentin Alexander","Disclosure,Sam Smith","Safe","Latch",33,TRUE
"Season_14","songs_11","Joey Cook","Mother Mother","Eliminated","Wrecking Ball",32,TRUE
"Season_14","songs_11","Clark Beckham","Fat Joe,Lil Wayne","Safe","Make It Rain",36,TRUE
"Season_14","songs_11","Tyanna Jones","Rihanna,Mikky Ekko","Safe","Stay",271,TRUE
"Season_14","songs_11","Rayvon Owen","Adele","Fan Save","Set Fire to the Rain",0,FALSE
"Season_14","songs_12","Tyanna Jones","Frankie Valli & The Four Seasons","Safe","Why Do Fools Fall in Love",0,FALSE
"Season_14","songs_12","Clark Beckham","Stevie Wonder","Safe","Superstition",16,TRUE
"Season_14","songs_12","Jax","Big Brother & The Holding Company,Janis Joplin","Safe","Piece of My Heart",0,FALSE
"Season_14","songs_12","Nick Fradiani","Tom Petty and the Heartbreakers","Safe","American Girl",6,TRUE
"Season_14","songs_12","Quentin Alexander","Lenny Kravitz","Eliminated","Are You Gonna Go My Way",0,FALSE
"Season_14","songs_12","Rayvon Owen","The Doobie Brothers","Fan Save","Long Train Runnin'",18,TRUE
"Season_14","songs_12","Clark Beckham","Audrey Hepburn","Safe","Moon River",45,TRUE
"Season_14","songs_12","Tyanna Jones","Creedence Clearwater Revival","Safe","Proud Mary",38,TRUE
"Season_14","songs_12","Nick Fradiani","Billy Joel","Safe","Only the Good Die Young",0,FALSE
"Season_14","songs_12","Quentin Alexander","Simon & Garfunkel","Eliminated","The Sound of Silence",0,FALSE
"Season_14","songs_12","Jax","Michael Jackson","Safe","Beat It",50,TRUE
"Season_14","songs_12","Rayvon Owen","Willie Nelson","Fan Save","Always on My Mind",0,FALSE
"Season_14","songs_13","Jax","Jet","Safe","Are You Gonna Be My Girl",25,TRUE
"Season_14","songs_13","Nick Fradiani","Maroon 5","Safe","Harder to Breathe",0,FALSE
"Season_14","songs_13","Clark Beckham","David Schultz","Safe","Yesterday",30,TRUE
"Season_14","songs_13","Tyanna Jones","Miley Cyrus","Eliminated","Party in the U.S.A.",0,FALSE
"Season_14","songs_13","Rayvon Owen","Sam Smith","Bottom two","I'm Not the Only One",0,FALSE
"Season_14","songs_13","Nick Fradiani","Rod Stewart","Safe","Maggie May",0,FALSE
"Season_14","songs_13","Tyanna Jones","Kane Brown","Eliminated","Heaven",201,TRUE
"Season_14","songs_13","Clark Beckham","Dove Cameron","Safe","Boyfriend",91,TRUE
"Season_14","songs_13","Jax","Dido","Safe","White Flag",41,TRUE
"Season_14","songs_13","Rayvon Owen","Fleetwood Mac","Bottom two","Go Your Own Way",16,TRUE
"Season_14","songs_14","Clark Beckham","Stevie Wonder","Safe","Living for the City",0,FALSE
"Season_14","songs_14","Jax","JAY-Z,Alicia Keys","Safe","Empire State of Mind",0,FALSE
"Season_14","songs_14","Nick Fradiani","Matchbox Twenty","Safe","Bright Lights",21,TRUE
"Season_14","songs_14","Rayvon Owen","Lady A","Eliminated","Need You Now",62,TRUE
"Season_14","songs_14","Clark Beckham","Josh Turner","Safe","Your Man",20,TRUE
"Season_14","songs_14","Jax","Cody Johnson","Safe","Human",93,TRUE
"Season_14","songs_14","Rayvon Owen","Bruno Mali Kidd","Eliminated","Believe",107,TRUE
"Season_14","songs_14","Nick Fradiani","Rascal Flatts","Safe","What Hurts the Most",0,FALSE
"Season_14","songs_15","Clark Beckham","U2","Safe","Beautiful Day",27,TRUE
"Season_14","songs_15","Nick Fradiani","Patti Smith","Safe","Because the Night",0,FALSE
"Season_14","songs_15","Jax","The Who","Third place","My Generation",5,TRUE
"Season_14","songs_15","Nick Fradiani","Andy Grammer","Safe","Back Home",0,FALSE
"Season_14","songs_15","Clark Beckham","Otis Redding","Safe","(Sittin' On) the Dock of the Bay",0,FALSE
"Season_14","songs_15","Jax","Evanescence","Third place","My Immortal",32,TRUE
"Season_14","songs_15","Clark Beckham","The Weeknd","Safe","Earned It",0,FALSE
"Season_14","songs_15","Jax","Paramore","Third place","Misery Business",30,TRUE
"Season_14","songs_15","Nick Fradiani","Edwin McCain","Safe","I'll Be",64,TRUE
"Season_14","songs_16","Clark Beckham","Oscar Peterson Trio","Runner-up","Georgia on My Mind",0,FALSE
"Season_14","songs_16","Nick Fradiani","Matchbox Twenty","Winner","Bright Lights",21,TRUE
"Season_14","songs_16","Clark Beckham","Bill Withers","Runner-up","Ain't No Sunshine",18,TRUE
"Season_14","songs_16","Nick Fradiani","Jason Mraz","Winner","I Won't Give Up",45,TRUE
"Season_14","songs_16","Clark Beckham","Kanye West","Runner-up","Champion",1,TRUE
"Season_14","songs_16","Nick Fradiani","Ace of Base","Winner","Beautiful Life",21,TRUE
"Season_15","songs_01","Stephany Negrete, with Ruben Studdard","Donna Murphy","Eliminated","Mamma Knows Best",0,FALSE
"Season_15","songs_01","MacKenzie Bourg, with Lauren Alaina","Timbaland,Drake","Wild Card","Say Something",62,TRUE
"Season_15","songs_01","Jeneve Rose Mitchell, with Scotty McCreery","Halle","Wild Card","Angel",205,TRUE
"Season_15","songs_01","Jenna Renae, with Scotty McCreery","Maren Morris","Eliminated","My Church",20,TRUE
"Season_15","songs_01","James VIII, with Caleb Johnson","Kanye West","Eliminated","Love Lockdown",23,TRUE
"Season_15","songs_01","Sonika Vaid, with Caleb Johnson","Taylor Swift,The Civil Wars","Wild Card","Safe & Sound",17,TRUE
"Season_15","songs_01","Gianna Isabella, with Nick Fradiani","Nina Simone","Wild Card","I Put a Spell on You",0,FALSE
"Season_15","songs_01","Emily Brooke, with Lauren Alaina","Cassadee Pope","Eliminated","I Am Invincible",0,FALSE
"Season_15","songs_01","Avalon Young, with Ruben Studdard","Justin Bieber","Wild Card","Love Yourself",41,TRUE
"Season_15","songs_01","Jordan Sasser, with Fantasia","Céline Dion","Eliminated","All by Myself",0,FALSE
"Season_15","songs_01","Thomas Stringfellow, with Nick Fradiani","Radiohead","Wild Card","Creep",52,TRUE
"Season_15","songs_01","La'Porsha Renae, with Fantasia","Creedence Clearwater Revival","Advanced","Proud Mary",38,TRUE
"Season_15","songs_01","Emily Brooke, with Lauren Alaina","Nickelback","Eliminated","Flat on the Floor",0,FALSE
"Season_15","songs_01","Thomas Stringfellow, with Nick Fradiani","Michael Jackson","Wild Card","Man in the Mirror",0,FALSE
"Season_15","songs_01","Stephany Negrete, with Ruben Studdard","USHER","Eliminated","Superstar",65,TRUE
"Season_15","songs_01","Sonika Vaid, with Caleb Johnson","Adele","Wild Card","Skyfall",20,TRUE
"Season_15","songs_01","Jenna Renae, with Scotty McCreery","Scotty McCreery","Eliminated","See You Tonight",18,TRUE
"Season_15","songs_01","La'Porsha Renae, with Fantasia","Kenny Chesney","Advanced","Summertime",68,TRUE
"Season_15","songs_01","MacKenzie Bourg, with Lauren Alaina","Lee Ann Womack","Wild Card","I Hope You Dance",48,TRUE
"Season_15","songs_01","Gianna Isabella, with Nick Fradiani","Ace of Base","Wild Card","Beautiful Life",21,TRUE
"Season_15","songs_01","Avalon Young, with Ruben Studdard","Westlife","Wild Card","Flying Without Wings",10,TRUE
"Season_15","songs_01","James VIII, with Caleb Johnson","The Rolling Stones","Eliminated","Gimme Shelter",13,TRUE
"Season_15","songs_01","Jeneve Rose Mitchell, with Scotty McCreery","ROSÉ","Wild Card","Gone",84,TRUE
"Season_15","songs_01","Jordan Sasser, with Fantasia","The Darkness","Eliminated","I Believe",83,TRUE
"Season_15","songs_02","Shelbie Z, with Constantine Maroulis","Montgomery Gentry","Eliminated","Work Hard, Play Harder",0,FALSE
"Season_15","songs_02","Manny Torres, with Jordin Sparks","Coldplay","Wild Card","Adventure of a Lifetime",0,FALSE
"Season_15","songs_02","Kory Wheeler, with Haley Reinhart","Idina Menzel","Eliminated","Let It Go",129,TRUE
"Season_15","songs_02","Amelia Eisenhauer, with Kellie Pickler","Green Day","Eliminated","Wake Me Up",0,FALSE
"Season_15","songs_02","Jenn Blosil, with Constantine Maroulis","Justin Bieber","Wild Card","Sorry",93,TRUE
"Season_15","songs_02","C.J. Johnson, with David Cook","Edwin McCain","Eliminated","I'll Be",64,TRUE
"Season_15","songs_02","Lee Jean, with Chris Daughtry","Kanye West,Pusha T","Wild Card","Runaway",140,TRUE
"Season_15","songs_02","Trent Harmon, with Jordin Sparks","Chris Stapleton","Advanced","What Are You Listening To",0,FALSE
"Season_15","songs_02","Tristan McIntosh, with Kellie Pickler","Carrie Underwood","Wild Card","Good Girl",35,TRUE
"Season_15","songs_02","Adam Lasher, with Haley Reinhart","Sam Sparro","Eliminated","Black and Gold",0,FALSE
"Season_15","songs_02","Dalton Rapattoni, with Chris Daughtry","Billy Idol","Advanced","Rebel Yell",14,TRUE
"Season_15","songs_02","Olivia Rox, with David Cook","Demi Lovato","Advanced","Confident",23,TRUE
"Season_15","songs_02","Amelia Eisenhauer, with Kellie Pickler","Sara Evans","Eliminated","Suds in the Bucket",0,FALSE
"Season_15","songs_02","Kory Wheeler, with Haley Reinhart","Elton John","Eliminated","Bennie and the Jets",0,FALSE
"Season_15","songs_02","Lee Jean, with Chris Daughtry","Edward Sharpe & The Magnetic Zeros","Wild Card","Home",152,TRUE
"Season_15","songs_02","C.J. Johnson, with David Cook","Collective Soul","Eliminated","The World I Know",35,TRUE
"Season_15","songs_02","Manny Torres, with Jordin Sparks","Jordin Sparks,Chris Brown","Wild Card","No Air",36,TRUE
"Season_15","songs_02","Jenn Blosil, with Constantine Maroulis","Frank Sinatra","Wild Card","My Funny Valentine",0,FALSE
"Season_15","songs_02","Tristan McIntosh, with Kellie Pickler","Kellie Pickler","Wild Card","Best Days of Your Life",0,FALSE
"Season_15","songs_02","Olivia Rox, with David Cook","Maggie Rogers","Advanced","Light On",20,TRUE
"Season_15","songs_02","Adam Lasher, with Haley Reinhart","Elvis Presley","Eliminated","Can't Help Falling in Love",0,FALSE
"Season_15","songs_02","Dalton Rapattoni, with Chris Daughtry","Stevie Wonder","Advanced","Higher Ground",34,TRUE
"Season_15","songs_02","Trent Harmon, with Jordin Sparks","Bee Gees","Advanced","To Love Somebody",33,TRUE
"Season_15","songs_02","Shelbie Z, with Constantine Maroulis","Queen","Eliminated","Bohemian Rhapsody",46,TRUE
"Season_15","songs_03","1","Jammin'","Eliminated","Master Blaster",0,FALSE
"Season_15","songs_03","2","Nina Simone","Advanced","I Put a Spell on You",0,FALSE
"Season_15","songs_03","3","Social Distortion","Eliminated","Story of My Life",0,FALSE
"Season_15","songs_03","4","Rascal Flatts","Advanced","What Hurts the Most",0,FALSE
"Season_15","songs_03","5","Excuse Me Miss","Advanced","Yo",0,FALSE
"Season_15","songs_03","6","Cyndi Lauper","Eliminated","True Colors",24,TRUE
"Season_15","songs_03","7","Fat Joe,Lil Wayne","Advanced","Make It Rain",36,TRUE
"Season_15","songs_03","8","Hillsong Worship,Matt Crocker","Advanced","I Surrender",13,TRUE
"Season_15","songs_03","9","Johnny Cash","Eliminated","Ring of Fire",0,FALSE
"Season_15","songs_03","10","The Chainsmokers,ROZES","Advanced","Roses",92,TRUE
"Season_15","songs_04","Olivia Rox","Katy Perry","Eliminated","Unconditionally",20,TRUE
"Season_15","songs_04","Gianna Isabella","Marvin Sapp","Eliminated","Listen",24,TRUE
"Season_15","songs_04","Lee Jean","Bon Iver","Safe","Skinny Love",0,FALSE
"Season_15","songs_04","Avalon Young","Shawn Mendes","Bottom 3","Stitches",52,TRUE
"Season_15","songs_04","Dalton Rapattoni","Plain White T's","Safe","Hey There Delilah",35,TRUE
"Season_15","songs_04","Tristan McIntosh","Dan + Shay","Safe","Nothin' Like You",19,TRUE
"Season_15","songs_04","MacKenzie Bourg","Ed Sheeran","Safe","I See Fire",0,FALSE
"Season_15","songs_04","La'Porsha Renae","Rihanna","Safe","Diamonds",76,TRUE
"Season_15","songs_04","Sonika Vaid","Evanescence","Safe","Bring Me to Life",0,FALSE
"Season_15","songs_04","Trent Harmon","Sam Smith","Safe","Like I Can",2,TRUE
"Season_15","songs_05","Dalton Rapattoni","Imagine Dragons","Safe","Radioactive",115,TRUE
"Season_15","songs_05","Lee Jean","Kings of Leon","Eliminated","Use Somebody",57,TRUE
"Season_15","songs_05","Sonika Vaid","Kelly Clarkson","Bottom 3","Since U Been Gone",46,TRUE
"Season_15","songs_05","MacKenzie Bourg","Who Loves Me","Safe","I Wanna Dance with Somebody",0,FALSE
"Season_15","songs_05","La'Porsha Renae","Beyoncé","Safe","Halo",32,TRUE
"Season_15","songs_05","Trent Harmon","Percy Sledge","Safe","When a Man Loves a Woman",0,FALSE
"Season_15","songs_05","Tristan McIntosh","Vince Gill","Safe","Go Rest High on That Mountain",0,FALSE
"Season_15","songs_05","Avalon Young","The Weeknd","Eliminated","Earned It",0,FALSE
"Season_15","songs_06","La'Porsha Renae","with Trent Harmon","Safe","See You Again",104,TRUE
"Season_15","songs_06","Trent Harmon","with La'Porsha Renae","Safe","See You Again",104,TRUE
"Season_15","songs_06","Sonika Vaid","with Avalon Young","Bottom 2","Rise Up",0,FALSE
"Season_15","songs_06","MacKenzie Bourg","with Dalton Rapattoni","Safe","I Want It That Way",31,TRUE
"Season_15","songs_06","Dalton Rapattoni","with MacKenzie Bourg","Safe","I Want It That Way",31,TRUE
"Season_15","songs_06","Tristan McIntosh","with Lee Jean","Eliminated","I Don't Wanna Miss a Thing",0,FALSE
"Season_15","songs_06","La'Porsha Renae","The Beatles","Safe","Come Together",20,TRUE
"Season_15","songs_06","MacKenzie Bourg","Joe Cocker","Safe","You Are So Beautiful",0,FALSE
"Season_15","songs_06","Trent Harmon","Ben E. King","Safe","Stand By Me",106,TRUE
"Season_15","songs_06","Tristan McIntosh","Martina McBride","Eliminated","A Broken Wing",2,TRUE
"Season_15","songs_06","Dalton Rapattoni","The Beatles","Safe","Eleanor Rigby",27,TRUE
"Season_15","songs_06","Sonika Vaid","Whitney Houston","Bottom 2","I Have Nothing",21,TRUE
"Season_15","songs_07","Trent Harmon","OneRepublic","Safe","Counting Stars",68,TRUE
"Season_15","songs_07","Dalton Rapattoni","Linkin Park","Bottom 2","Numb",59,TRUE
"Season_15","songs_07","La'Porsha Renae","BLACKPINK","Safe","Ready for Love",0,FALSE
"Season_15","songs_07","MacKenzie Bourg","Yusuf / Cat Stevens","Safe","Wild World",53,TRUE
"Season_15","songs_07","Sonika Vaid","Idina Menzel","Eliminated","Let It Go",129,TRUE
"Season_15","songs_07","Dalton Rapattoni","Simon & Garfunkel","Bottom 2","The Sound of Silence",0,FALSE
"Season_15","songs_07","MacKenzie Bourg","Michael Jackson","Safe","Billie Jean",26,TRUE
"Season_15","songs_07","Trent Harmon","Lynyrd Skynyrd","Safe","Simple Man",1,TRUE
"Season_15","songs_07","Sonika Vaid","Zedd,Foxes","Eliminated","Clarity",33,TRUE
"Season_15","songs_07","La'Porsha Renae","Mary J. Blige","Safe","No More Drama",20,TRUE
"Season_15","songs_08","La'Porsha Renae","Bon Jovi","Bottom 2","Wanted Dead or Alive",0,FALSE
"Season_15","songs_08","MacKenzie Bourg","Cheap Trick","Eliminated","I Want You to Want Me",0,FALSE
"Season_15","songs_08","Trent Harmon","ZZ Top","Safe","Sharp Dressed Man",9,TRUE
"Season_15","songs_08","Dalton Rapattoni","The Beach Boys","Safe","God Only Knows",19,TRUE
"Season_15","songs_08","La'Porsha Renae","Sia","Bottom 2","Elastic Heart",30,TRUE
"Season_15","songs_08","MacKenzie Bourg","Chloe Welch","Eliminated","Titanium",33,TRUE
"Season_15","songs_08","Trent Harmon","Sia","Safe","Chandelier",46,TRUE
"Season_15","songs_08","Dalton Rapattoni","Sia","Safe","Bird Set Free",0,FALSE
"Season_15","songs_09","Dalton Rapattoni","Blue October","Third place","Calling You",0,FALSE
"Season_15","songs_09","Trent Harmon","Chris Stapleton","Safe","Tennessee Whiskey",6,TRUE
"Season_15","songs_09","La'Porsha Renae","Aaron Cole","Safe","Glory",3,TRUE
"Season_15","songs_09","Dalton Rapattoni","Bruce Springsteen","Third place","Dancing in the Dark",0,FALSE
"Season_15","songs_09","La'Porsha Renae","Miki Matsubara","Safe","Stay with Me",0,FALSE
"Season_15","songs_09","Trent Harmon","Justin Timberlake","Safe","Drink You Away",0,FALSE
"Season_15","songs_09","Dalton Rapattoni","Tears For Fears","Third place","Everybody Wants to Rule the World",0,FALSE
"Season_15","songs_09","La'Porsha Renae","Adele","Safe","Hello",91,TRUE
"Season_15","songs_09","Trent Harmon","BANKS","Safe","Waiting Game",4,TRUE
"Season_15","songs_10","Trent Harmon","Harry Styles","Winner","Falling",95,TRUE
"Season_15","songs_10","La'Porsha Renae","The Afters","Runner-up","Battles",0,FALSE
"Season_15","songs_10","Trent Harmon","Harold Melvin & The Blue Notes,Teddy Pendergrass","Winner","If You Don't Know Me by Now",0,FALSE
"Season_15","songs_10","La'Porsha Renae","Luther Vandross","Runner-up","A House Is Not a Home",0,FALSE
"Season_15","songs_10","Trent Harmon","Sia","Winner","Chandelier",46,TRUE
"Season_15","songs_10","La'Porsha Renae","Rihanna","Runner-up","Diamonds",76,TRUE
"Season_16","songs_02","Dominique, with —","Chaka Khan","—","Ain't Nobody",23,TRUE
"Season_16","songs_02","Catie Turner, with Andy Grammer","Hallelujah","Advanced","Good to Be Alive",0,FALSE
"Season_16","songs_02","Layla Spring, with —","Martina McBride","—","A Broken Wing",2,TRUE
"Season_16","songs_02","Cade Foehner, with Bishop Briggs","INXS","Advanced","Never Tear Us Apart",23,TRUE
"Season_16","songs_02","Catie Turner, with —","Blondie","—","Call Me",130,TRUE
"Season_16","songs_02","Layla Spring, with Sugarland","Sugarland","Eliminated","Stuck Like Glue",24,TRUE
"Season_16","songs_02","Dennis Lorenzo, with —","MAGIC!","—","Rude",41,TRUE
"Season_16","songs_02","Dominique, with Aloe Blacc","Green Day","Eliminated","Wake Me Up",0,FALSE
"Season_16","songs_02","Michelle Sussett, with —","Beyoncé","—","If I Were a Boy",0,FALSE
"Season_16","songs_02","Brandon Diaz, with Luis Fonsi","Luis Fonsi,Daddy Yankee","Eliminated","Despacito",51,TRUE
"Season_16","songs_02","Michael J. Woodard, with —","The Beatles","—","Golden Slumbers",0,FALSE
"Season_16","songs_02","Kay Kay, with Patrick Monahan","Train","Eliminated","Drive By",36,TRUE
"Season_16","songs_02","Trevor McBane, with —","KALEO","—","Way Down We Go",8,TRUE
"Season_16","songs_02","Trevor McBane, with Bishop Briggs","Leon Bridges","Eliminated","River",26,TRUE
"Season_16","songs_02","Jonny Brenns, with —","Vance Joy","—","Georgia",14,TRUE
"Season_16","songs_02","Michelle Sussett, with Luis Fonsi","Bonnie Raitt","Advanced","I Can't Make You Love Me",21,TRUE
"Season_16","songs_02","Kay Kay, with —","Rihanna","—","Love on the Brain",0,FALSE
"Season_16","songs_02","Jonny Brenns, with Andy Grammer","Andy Grammer","Advanced","Back Home",0,FALSE
"Season_16","songs_02","Brandon Diaz, with —","Adele","—","Hello",91,TRUE
"Season_16","songs_02","Dennis Lorenzo, with Allen Stone","Allen Stone","Advanced","Unaware",0,FALSE
"Season_16","songs_02","Gabby Barrett, with —","Maren Morris","—","My Church",20,TRUE
"Season_16","songs_02","Michael J. Woodard, with Patrick Monahan","Train","Advanced","Angel in Blue Jeans",0,FALSE
"Season_16","songs_02","Cade Foehner, with —","Bob Dylan","—","All Along the Watchtower",0,FALSE
"Season_16","songs_02","Gabby Barrett, with Sugarland","Rihanna,Mikky Ekko","Advanced","Stay",271,TRUE
"Season_16","songs_03","Amelia Hammer Harris, with —","Imagine Dragons","—","Believer",51,TRUE
"Season_16","songs_03","Caleb Lee Hutchinson, with Bebe Rexha","Ryan McCartan,Barrett Wilbert Weed,Michelle Duffy","Advanced","Meant to Be",0,FALSE
"Season_16","songs_03","Garrett Jacobs, with —","Shawn Mendes","—","Treat You Better",39,TRUE
"Season_16","songs_03","Ada Vox, with Lea Michele","Stephen Schwartz,Kristin Chenoweth,Idina Menzel,Stephen Oremus,Alex Lacamoire","Advanced","Defying Gravity",3,TRUE
"Season_16","songs_03","Maddie Poppe, with —","Melanie","—","Brand New Key",18,TRUE
"Season_16","songs_03","Maddie Poppe, with Colbie Caillat","Colbie Caillat","Advanced","Bubbly",59,TRUE
"Season_16","songs_03","Ada Vox, with —","Michael Bublé","—","Feeling Good",0,FALSE
"Season_16","songs_03","Ron Bultongez, with Banners","BANNERS","Eliminated","Someone to You",0,FALSE
"Season_16","songs_03","Caleb Lee Hutchinson, with —","Thomas Rhett","—","Die a Happy Man",0,FALSE
